geneid,feature_name,counts_tpm_round,sample,size,mu,fc,log2FC,lower_than_p,higher_than_p,p_value,p_adj,refseq_id,type,all_kegg_gene_names,gene_definition,all_kegg_paths_name,num_of_paths
ENSG00000073614,KDM5A,43,Testis,1076095.92438823,28.1889254855981,1.52542174840857,0.609208173965431,0.996508617789909,0.00349138221009146,0.00698276442018292,0.0670095126336196,5927,"","",,,1
ENSG00000074696,HACD3,24,Testis,302.048728475438,22.7172407103338,1.05646633347873,0.0792467934941706,0.653345150720852,0.346654849279148,0.693309698558296,0.828568021237912,51495,CDS,(RefSeq) 3-hydroxyacyl-CoA dehydratase 3,,"Fatty acid elongation, Biosynthesis of unsaturated fatty acids, Metabolic pathways, Fatty acid metabolism",4
ENSG00000075388,FGF4,1,Testis,846189.849684505,1.88110925363166,0.531601233723881,-0.911583642106872,0.439141657077621,0.560858342922379,0.878283314155242,0.936541655247043,2249,CDS,(RefSeq) fibroblast growth factor 4,,"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, Calcium signaling pathway, PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Pathways in cancer, Chemical carcinogenesis - receptor activation, Melanoma, Breast cancer, Gastric cancer",11
ENSG00000075945,KIFAP3,27,Testis,140.20114356988,42.4813510335322,0.635573006580884,-0.653870241596247,0.0158297256958612,0.984170274304139,0.0316594513917224,0.207443377296604,22920,CDS,(RefSeq) kinesin associated protein 3,,Motor proteins,1
ENSG00000075975,MKRN2,47,Testis,17.6759543349265,102.78527720968,0.45726393191625,-1.1289009682151,0.0060109780620251,0.993989021937975,0.0120219561240502,0.0993498563556398,23609,"","",,,1
ENSG00000076242,MLH1,38,Testis,493.927414938277,45.4091528061954,0.836835696146603,-0.256983702246937,0.163230135153633,0.836769864846367,0.326460270307267,0.774842828344554,4292,CDS,(RefSeq) mutL homolog 1,,"Platinum drug resistance, Mismatch repair, Fanconi anemia pathway, Pathways in cancer, Colorectal cancer, Endometrial cancer, Gastric cancer",7
ENSG00000077238,IL4R,21,Testis,11.6194997387386,28.7769328046358,0.729751156683975,-0.454523502430238,0.246256672092077,0.753743327907923,0.492513344184154,0.774842828344554,3566,CDS,(RefSeq) interleukin 4 receptor,,"Cytokine-cytokine receptor interaction, PI3K-Akt signaling pathway, JAK-STAT signaling pathway, Hematopoietic cell lineage, Th1 and Th2 cell differentiation, Th17 cell differentiation, Pathways in cancer, Inflammatory bowel disease",8
ENSG00000077782,FGFR1,16,Testis,14.2925367428151,34.2960776484476,0.466525652408658,-1.09997168350966,0.0292543354578003,0.9707456645422,0.0585086709156006,0.322392605787819,2260,CDS,(RefSeq) fibroblast growth factor receptor 1,,"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, Calcium signaling pathway, PI3K-Akt signaling pathway, Adherens junction, Signaling pathways regulating pluripotency of stem cells, Thermogenesis, Regulation of actin cytoskeleton, Parathyroid hormone synthesis, secretion and action, Pathways in cancer, Proteoglycans in cancer, Prostate cancer, Melanoma, Breast cancer, Central carbon metabolism in cancer",16
ENSG00000078061,ARAF,46,Testis,23.5415594863522,24.709803877775,1.86160927166946,0.896550301157922,0.995815128165302,0.00418487183469846,0.00836974366939693,0.0759001104169983,369,CDS,"(RefSeq) A-Raf proto-oncogene, serine/threonine kinase",,"EGFR tyrosine kinase inhibitor resistance, Endocrine resistance, MAPK signaling pathway, ErbB signaling pathway, FoxO signaling pathway, Vascular smooth muscle contraction, Natural killer cell mediated cytotoxicity, Long-term potentiation, Serotonergic synapse, Long-term depression, Regulation of actin cytoskeleton, Insulin signaling pathway, Progesterone-mediated oocyte maturation, Parathyroid hormone synthesis, secretion and action, Alzheimer disease, Pathways of neurodegeneration - multiple diseases, Alcoholism, Hepatitis C, Hepatitis B, Pathways in cancer, Proteoglycans in cancer, Chemical carcinogenesis - reactive oxygen species, Colorectal cancer, Renal cell carcinoma, Pancreatic cancer, Endometrial cancer, Glioma, Prostate cancer, Melanoma, Bladder cancer, Chronic myeloid leukemia, Acute myeloid leukemia, Non-small cell lung cancer, Breast cancer, Hepatocellular carcinoma, Gastric cancer",36
ENSG00000078902,TOLLIP,37,Testis,103.953493436765,84.5491703297795,0.437615175355163,-1.19226532698077,4.03390557652288e-06,0.999995966094423,8.06781115304576e-06,0.000379302088811425,54472,CDS,(RefSeq) toll interacting protein,,Toll-like receptor signaling pathway,1
ENSG00000079112,CDH17,1,Testis,2332625.79394736,1.19398787089957,0.837529445962113,-0.255788181090222,0.6648013462833,0.3351986537167,0.6703973074334,0.815238474932778,1015,CDS,(RefSeq) cadherin 17,,Gastric cancer,1
ENSG00000079385,CEACAM1,1,Testis,9.0472954916596,4.39247004460295,0.227662338011549,-2.13503244749714,0.11024767688792,0.88975232311208,0.22049535377584,0.774842828344554,634,"","",,,1
ENSG00000080031,PTPRH,6,Testis,157.651332714382,3.19112867164604,1.88021249450436,0.910895719053772,0.954214452060817,0.045785547939183,0.091571095878366,0.449740772821873,5794,"","",,,1
ENSG00000082175,PGR,1,Testis,51447321.0825523,3.24095445346835,0.308551080972408,-1.69641874598218,0.165933852548012,0.834066147451988,0.331867705096023,0.774842828344554,5241,CDS,(RefSeq) progesterone receptor,,"Oocyte meiosis, Progesterone-mediated oocyte maturation, Estrogen signaling pathway, Chemical carcinogenesis - receptor activation, Breast cancer",5
ENSG00000082701,GSK3B,15,Testis,18824225.6979451,25.0599403728811,0.598564871935307,-0.740420481223092,0.0217072773407799,0.97829272265922,0.0434145546815598,0.25993120655202,2932,CDS,(RefSeq) glycogen synthase kinase 3 beta,,"EGFR tyrosine kinase inhibitor resistance, ErbB signaling pathway, Chemokine signaling pathway, Cell cycle, mTOR signaling pathway, PI3K-Akt signaling pathway, Wnt signaling pathway, Hedgehog signaling pathway, Axon guidance, Hippo signaling pathway, Focal adhesion, Signaling pathways regulating pluripotency of stem cells, IL-17 signaling pathway, T cell receptor signaling pathway, B cell receptor signaling pathway, Neurotrophin signaling pathway, Dopaminergic synapse, Insulin signaling pathway, Melanogenesis, Prolactin signaling pathway, Thyroid hormone signaling pathway, Insulin resistance, Non-alcoholic fatty liver disease, Cushing syndrome, Growth hormone synthesis, secretion and action, Alcoholic liver disease, Alzheimer disease, Prion disease, Pathways of neurodegeneration - multiple diseases, Shigellosis, Yersinia infection, Hepatitis C, Measles, Human cytomegalovirus infection, Human papillomavirus infection, Kaposi sarcoma-associated herpesvirus infection, Pathways in cancer, Colorectal cancer, Endometrial cancer, Prostate cancer, Basal cell carcinoma, Breast cancer, Hepatocellular carcinoma, Gastric cancer, Diabetic cardiomyopathy, Lipid and atherosclerosis",46
ENSG00000083093,PALB2,11,Testis,44609726.3166599,11.4992874428523,0.956581010316196,-0.0640409431142424,0.519882233066372,0.480117766933628,0.960235533867257,0.980139595325606,79728,CDS,(RefSeq) partner and localizer of BRCA2,,"Homologous recombination, Fanconi anemia pathway",2
ENSG00000083168,KAT6A,15,Testis,2848195.69450482,15.7708893373065,0.951119475838123,-0.0723015168165895,0.489628574829948,0.510371425170052,0.979257149659897,0.989731892216585,7994,CDS,(RefSeq) lysine acetyltransferase 6A,,Signaling pathways regulating pluripotency of stem cells,1
ENSG00000085224,ATRX,39,Testis,4786307.43145585,6.66439883965285,5.85199069538754,2.54892747560611,1,1.66413653199745e-18,3.3282730639949e-18,1.15947937648041e-15,546,CDS,(RefSeq) ATRX chromatin remodeler,,Cell cycle,1
ENSG00000085563,ABCB1,3,Testis,4786307.43145585,3.74750133269914,0.800533404437577,-0.320966490508176,0.484284042904647,0.515715957095353,0.968568085809295,0.984523945647288,5243,CDS,(RefSeq) ATP binding cassette subfamily B member 1,,"ABC transporters, Bile secretion, MicroRNAs in cancer, Gastric cancer",4
ENSG00000085741,WNT11,3,Testis,8392017.36749127,2.89508997921977,1.03623722286121,0.0513543129360601,0.6707214952895,0.3292785047105,0.658557009421,0.808996135275419,7481,CDS,(RefSeq) Wnt family member 11,,"mTOR signaling pathway, Wnt signaling pathway, Hippo signaling pathway, Signaling pathways regulating pluripotency of stem cells, Melanogenesis, Cushing syndrome, Alzheimer disease, Pathways of neurodegeneration - multiple diseases, Human papillomavirus infection, Pathways in cancer, Proteoglycans in cancer, Basal cell carcinoma, Breast cancer, Hepatocellular carcinoma, Gastric cancer",15
ENSG00000085978,ATG16L1,15,Testis,117.018687455948,33.9812519117693,0.441419875846446,-1.17977650346757,0.000786150893763563,0.999213849106236,0.00157230178752713,0.0217472181052016,55054,CDS,(RefSeq) autophagy related 16 like 1,,"Autophagy - other, Autophagy - animal, NOD-like receptor signaling pathway, Shigellosis",4
ENSG00000087088,BAX,37,Testis,14.3772596455854,28.0949910610509,1.31696073223865,0.397212329459924,0.850314225471577,0.149685774528423,0.299371549056846,0.774842828344554,581,CDS,"(RefSeq) BCL2 associated X, apoptosis regulator",,"EGFR tyrosine kinase inhibitor resistance, Endocrine resistance, Platinum drug resistance, Sphingolipid signaling pathway, p53 signaling pathway, Protein processing in endoplasmic reticulum, Apoptosis, Longevity regulating pathway, Apoptosis - multiple species, Necroptosis, Neurotrophin signaling pathway, Non-alcoholic fatty liver disease, AGE-RAGE signaling pathway in diabetic complications, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease, Prion disease, Pathways of neurodegeneration - multiple diseases, Pathogenic Escherichia coli infection, Shigellosis, Salmonella infection, Tuberculosis, Hepatitis C, Hepatitis B, Measles, Human cytomegalovirus infection, Influenza A, Human papillomavirus infection, Human T-cell leukemia virus 1 infection, Kaposi sarcoma-associated herpesvirus infection, Herpes simplex virus 1 infection, Epstein-Barr virus infection, Human immunodeficiency virus 1 infection, Pathways in cancer, Transcriptional misregulation in cancer, Viral carcinogenesis, Colorectal cancer, Pancreatic cancer, Endometrial cancer, Glioma, Thyroid cancer, Basal cell carcinoma, Melanoma, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer, Breast cancer, Hepatocellular carcinoma, Gastric cancer, Lipid and atherosclerosis",50
ENSG00000087586,AURKA,9,Testis,12.2756750863564,37.4129008505056,0.240558732292965,-2.05553892462084,0.00118432812597702,0.998815671874023,0.00236865625195404,0.0296481124435613,6790,CDS,(RefSeq) aurora kinase A,,"Oocyte meiosis, Progesterone-mediated oocyte maturation",2
ENSG00000089597,GANAB,109,Testis,23.5062692080448,139.276595466833,0.782615339172022,-0.353624707712116,0.168411130914255,0.831588869085745,0.33682226182851,0.774842828344554,23193,CDS,(RefSeq) glucosidase II alpha subunit,,"N-Glycan biosynthesis, Metabolic pathways, Protein processing in endoplasmic reticulum",3
ENSG00000089692,LAG3,4,Testis,4.03371762423678,9.96766056332103,0.401297774396451,-1.31725493995587,0.169146716241836,0.830853283758165,0.338293432483671,0.774842828344554,3902,"","",,,1
ENSG00000091483,FH,40,Testis,36.1037752296809,91.3139647182049,0.43804909931838,-1.19083550959709,0.000313669129007444,0.999686330870993,0.000627338258014888,0.0110613480715307,2271,CDS,(RefSeq) fumarate hydratase,,"Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Carbon metabolism, Cushing syndrome, Pathways in cancer, Renal cell carcinoma",7
